schema_version,manifest,rater_id,rater_item_index,item_id,source,attribute,attribute_name,n_levels,moss_level,moss_label,rater_level,rater_label,fit,flagged,flag_reason,is_quality_check,qc_expect,listens,ms_on_item
a3-audit-1,voiceclap-a3-audit,rater_1,76,A3-014,EMOLIA-BAL,CLRT,Articulation Clarity,7,3,"Consonants and vowels are clearly defined, making the speech easy to understand without strain.",2,"The articulation is consistently soft and overly relaxed, lacking the crisp transient edges typical of active communication. While most words are intelligible, the overall delivery is mushy, similar to tired, domestic mumble-core speech. The vocal apparatus is applying minimal physical effort to shape the sound waves.",fits,0,,0,,1,20951
a3-audit-1,voiceclap-a3-audit,rater_1,77,A3-C16,LAION-Got-Talent,S_MONO,Monologue Style,7,4,"The monologue is introspective and detached, with the speaker speaking in a reflective, almost theatrical manner that suggests a deep internal narrative.",4,"The speech is a highly dramatic, deeply intense theatrical soliloquy, perfectly capturing a highly skilled actor painfully processing massive, heavy emotions completely alone on a dark stage. The speaker utilizes highly powerful, deeply sweeping dynamic shifts and a highly resonant, deeply emotional vocal tone to fully explore their deepest, darkest internal thoughts. The delivery is highly performed, deeply tragic, and totally isolated.",partial,0,,1,reject,1,28821
a3-audit-1,voiceclap-a3-audit,rater_1,78,A3-000,EMOLIA-BAL,S_AUTH,Authoritative Style,7,3,"The speaker's delivery is commanding and authoritative, with a deep, resonant voice that projects confidence and control.",2,"The acoustic profile captures a highly balanced, completely egalitarian interaction among absolute peers, where the speaker confidently offers a suggestion without demanding compliance. The vocal tone is completely firm and highly clear, but entirely lacks the heavy, downward-inflected acoustic weight required to issue a true command. The social dynamic is highly cooperative and strictly horizontal.",fits,0,,0,,1,17639
a3-audit-1,voiceclap-a3-audit,rater_1,79,A3-152,Majestrino,FOCS,Focus,7,6,"The delivery is intensely focused on the listener, creating an overwhelming, hypnotic presence that feels invasive and all-consuming.",1,"The delivery is completely emotionally detached and highly impersonal, resembling someone coldly reading a script into an empty void. While the voice is technically audible, the 'soul' of the speaker is entirely disconnected from the listener, producing a chillingly distant acoustic profile. There is absolutely zero interpersonal 'reach' in the audio wave.",partial,0,,0,,1,18073
a3-audit-1,voiceclap-a3-audit,rater_1,80,A3-066,EMOLIA-BAL,S_CART,Cartoonish Style,7,4,"The voice is animated and stylized, featuring exaggerated pitch and rhythm typical of a cartoon character.",3,"The speech perfectly embodies a highly distinctive, deeply animated sitcom character voice that is entirely unique but still strictly bound by the acoustic physics of the human vocal tract. The speaker utilizes highly consistent, distinctly stylized vowel shapes or a highly specific, deeply recognizable pitch placement that instantly defines the character's persona. The delivery is highly professional, deeply colorful, and functionally grounded.",fits,0,,0,,1,32290
a3-audit-1,voiceclap-a3-audit,rater_1,81,A3-195,Majestrino,TEMP,Tempo,7,1,"The speech is delivered at a slow and deliberate pace, with each word clearly enunciated and spaced out for emphasis.",0,"The speech is glacially slow, with syllables stretched to their absolute breaking point to create a near-static acoustic environment. Each isolated word floats in heavy silence, lacking standard linguistic momentum. The fundamental velocity of the vocal apparatus is labored and drawn out, making the linguistic content nearly unrecognizable.",fits,0,,0,,1,9850
a3-audit-1,voiceclap-a3-audit,rater_1,82,A3-287,Multilingual-Wild,METL,Metallic Character,7,3,"There is a slight firmness in the vocal delivery, giving it a slightly hard, tense quality, as if the speaker is holding back emotion.",1,"The acoustic output is deeply grounded in a soft, earthy resonance with only the absolute minimal, microscopic trace of any metallic ping. The sound wave is highly natural, prioritizing a warm, fleshy biological dampening over hard, reflective acoustic amplification. The voice feels intimately human and completely devoid of artificial stiffness.",fits,0,,0,,1,9310
a3-audit-1,voiceclap-a3-audit,rater_1,83,A3-202,Majestrino,AROU,Arousal,7,3,"The speaker's energy level is moderate, consistent with a calm and composed delivery.",1,"The vocal energy is extremely low, characterized by a highly sedate, physically relaxed, and carefully muted acoustic delivery. Everything in the biological apparatus is slowed down, mirroring a deep meditative state or an incredibly quiet, hushed 'library' environment. The overall sound wave is deeply subdued and gentle.",fits,0,,0,,1,18953
a3-audit-1,voiceclap-a3-audit,rater_1,84,A3-297,Multilingual-Wild,ROUG,Roughness,7,,"The vocal texture is smooth and even, with no noticeable roughness or vocal fry, indicating healthy vocal production.",2,"The voice features the standard, healthy level of organic texture typical of everyday human speech and natural biology. A slight, highly natural acoustic 'bite' prevents the tone from sounding synthetic, rooting the vocal production in grounded human reality. There is no distracting grit, fry, or harshness present in the highly stable signal.",fits,0,,0,,1,18097
a3-audit-1,voiceclap-a3-audit,rater_1,85,A3-012,EMOLIA-BAL,S_NEWS,Newsreader Style,7,4,"The delivery is punchy and objective, with a professional, news-style cadence and clear articulation.",2,"The acoustic profile captures the highly opinionated, distinctly loose, and slightly aggressive delivery typical of a modern YouTube commentator or amateur blogger. The speaker is highly energetic and completely legible, but heavily relies on a highly subjective, deeply informal vocal tone that entirely lacks traditional broadcast neutrality. The speech is highly engaging but strictly amateur in its journalistic posture.",fits,0,,0,,1,19460
a3-audit-1,voiceclap-a3-audit,rater_1,86,A3-237,Multilingual-Wild,S_MONO,Monologue Style,7,0,"The speaker is engaged in a direct, interactive dialogue, responding to a listener's action with immediate acknowledgment.",2,"The acoustic profile captures a highly casual, completely unstructured moment of a person simply thinking out loud or gently reflecting while actively working on a physical task. The speaker's volume is slightly lowered, and the vocal tone is highly wandering, indicating that they are technically speaking to themselves but without any deep, highly emotional introspection. The delivery is highly natural, deeply mundane, and completely un-dramatic.",fits,0,,0,,1,35421
a3-audit-1,voiceclap-a3-audit,rater_1,87,A3-178,Majestrino,BKGN,Background Noise,7,3,"A steady, low-level room ambience is present, suggesting an untreated indoor space.",3,"The audio contains a distinctly noticeable, clearly audible room ambience that actively reveals the physical size and acoustic reflections of the recording space. The listener can easily detect the steady, low-level hum of air conditioning, the faint drone of distant traffic, or the slight echo of an untreated room. The background is completely present but remains strictly secondary to the voice.",fits,0,,0,,1,16343
a3-audit-1,voiceclap-a3-audit,rater_1,88,A3-120,LAION-Got-Talent,AROU,Arousal,7,2,"The vocal energy remains low and controlled throughout, with no signs of heightened arousal, suggesting a state of calm but intense internal tension.",3,"The audio captures the standard, baseline physiological energy level of a fully alert human engaged in a normal conversation. The speaker sounds entirely present, utilizing a healthy, balanced physical force that perfectly matches the conversational context. The autonomic nervous system is active, stable, and completely unexceptional.",fits,0,,0,,1,36262
a3-audit-1,voiceclap-a3-audit,rater_1,89,A3-261,Multilingual-Wild,TEMP,Tempo,7,3,"The speech is delivered at a moderate, conversational pace with no noticeable acceleration or deceleration.",2,"The vocal delivery is relaxed and unhurried, moving at a pace slightly below the conversational average but maintaining functional momentum. Syllables are articulated comfortably without any sense of compression, rush, or artificial urgency. The overall acoustic speed is comparable to a gentle storyteller or a patient teacher explaining a concept.",fits,0,,0,,1,12084
a3-audit-1,voiceclap-a3-audit,rater_1,90,A3-107,LAION-Got-Talent,GEND,Perceived Gender,7,1,"The voice is clearly female, with a bright, high-pitched quality that aligns with a young adult female speaker.",2,"The voice is predominantly feminine but exhibits subtle neutral or slightly darkened resonant qualities in its acoustic profile. It operates at a slightly lower fundamental frequency, resembling a female alto or a speaker with a marginally larger perceived vocal tract. The tonal weight is slightly thicker than standard feminine speech, adding a gentle acoustic warmth.",fits,0,,0,,1,13173
a3-audit-1,voiceclap-a3-audit,rater_1,91,A3-230,Multilingual-Wild,FOCS,Focus,7,6,"The speaker's attention is intensely focused on the listener, creating a hypnotic, intimate atmosphere where the listener feels completely absorbed and psychologically invaded by the speaker's presence.",3,"The audio captures a standard, polite interactional focus where the speaker is casually aware of the listener without applying intense psychological pressure. The vocal energy is appropriately directed outward, maintaining a comfortable, socially standard interpersonal connection. The acoustic projection is functional, balanced, and appropriately present.",fits,0,,0,,1,24459
a3-audit-1,voiceclap-a3-audit,rater_1,92,A3-036,EMOLIA-BAL,CHNK,Chunking,7,2,"The speaker groups words into short, breath-separated phrases, creating a fragmented and hesitant flow.",1,"The audio consists of very short, choppy two-word bursts that create a percussive, stop-and-go rhythmic structure. Every minor thought is separated by distinct, unnecessary pauses that completely interrupt the natural breathing cycle. The overall acoustic effect is highly disjointed and lacks any continuous flow.",fits,0,,0,,1,22222
a3-audit-1,voiceclap-a3-audit,rater_1,93,A3-189,Majestrino,S_TECH,Teacher/Didactic Style,7,,"The speech is delivered in a measured, explanatory manner, suggesting a didactic intent.",2,"The acoustic profile perfectly captures the highly dry, deeply monotone, and incredibly boring delivery of an uninspired, deeply detached university professor. The speaker executes a massive, highly flat acoustic data dump, completely ignoring the emotional engagement or active comprehension of the listener. The vocal tone is completely sterile, highly academic, and deeply un-engaging.",fits,0,,0,,1,32401
a3-audit-1,voiceclap-a3-audit,rater_1,94,A3-092,LAION-Got-Talent,CLRT,Articulation Clarity,7,4,"Every consonant and vowel is sharply defined, resulting in exceptionally clear and precise articulation.",4,"Every syllable is pronounced with crisp, distinct clarity, ensuring highly intelligible and clean phoneme boundaries. The consonants have a clear, precise bite, typical of a high-quality, professional narrator focused on maximum audio legibility. The delivery is sharp and clean without crossing into artificial exaggeration.",fits,0,,0,,1,18152
a3-audit-1,voiceclap-a3-audit,rater_1,95,A3-269,Multilingual-Wild,S_CART,Cartoonish Style,7,4,"The voice is highly stylized, featuring exaggerated pitch jumps and a whimsical, animated quality that defies normal human vocal range.",4,"The vocal style is intensely wacky, highly energetic, and deeply exaggerated, heavily utilizing highly funny, completely unnatural biological noises and rapid, extreme pitch shifting. The speaker completely abandons standard human resonance, producing a highly bright, deeply squawking, or intensely rubbery acoustic signal typical of a high-energy children's cartoon. The audio is wildly colorful, highly elastic, and deeply un-natural.",fits,0,,0,,1,15331
a3-audit-1,voiceclap-a3-audit,rater_1,96,A3-047,EMOLIA-BAL,RANG,Pitch Range,7,4,"The pitch moves in a wide, expressive range, with noticeable rises and falls that emphasize key points.",4,"The pitch moves expressively across a wide range of notes, actively utilizing significant fundamental frequency highs and lows to project personality. The voice sounds lively, colorful, and deeply engaged, creating a dynamic and engaging melodic map. The sweeping pitch jumps clearly highlight the emotional intent of the speaker.",fits,0,,0,,2,46993
a3-audit-1,voiceclap-a3-audit,rater_1,97,A3-278,Multilingual-Wild,EXPL,Content Appropriateness,3,0,"The content is appropriate for a general audience, containing no explicit or inappropriate material.",0,"Safe for School (SFS): Content is completely harmless and suitable for a K-12 classroom. Normal conversation, educational content, or everyday topics. No intense violence, no sexuality beyond age-appropriate mention. Mild language at worst (PG-13). A teacher could play this in class without any concern.",fits,0,,0,,1,18237
a3-audit-1,voiceclap-a3-audit,rater_1,98,A3-015,EMOLIA-BAL,S_NEWS,Newsreader Style,7,3,"The delivery is objective and informative, with a professional, slightly urgent tone typical of a news report.",1,"The delivery is completely conversational and highly casual, sounding exactly like a person informally relaying a funny story to a close friend over drinks. The vocal tone entirely lacks the highly structured, deeply projected, and sharply objective acoustic markers required for a formal news read. The audio is highly relaxed, deeply subjective, and completely un-journalistic.",no,0,,0,,1,72683
a3-audit-1,voiceclap-a3-audit,rater_1,99,A3-100,LAION-Got-Talent,RANG,Pitch Range,7,4,"The pitch moves in a wide, expressive range, with noticeable rises and falls that emphasize key moments.",4,"The pitch moves expressively across a wide range of notes, actively utilizing significant fundamental frequency highs and lows to project personality. The voice sounds lively, colorful, and deeply engaged, creating a dynamic and engaging melodic map. The sweeping pitch jumps clearly highlight the emotional intent of the speaker.",fits,0,,0,,1,22895
a3-audit-1,voiceclap-a3-audit,rater_1,100,A3-016,EMOLIA-BAL,R_NASL,Nasal Resonance,7,3,"There is a consistent nasal coloring to the tone, making the voice sound slightly pinched and higher than it might otherwise be.",2,"A highly slight, highly natural acoustic 'twang' subtly colors the voice, introducing a gentle brightness commonly found in American Midwest or Australian dialects. This minor nasal involvement adds a distinct, highly recognizable character to the vowels without compromising the overall clarity or warmth of the speech. The resonance remains deeply functional and culturally standard.",fits,0,,0,,1,25118
a3-audit-1,voiceclap-a3-audit,rater_2,1,A3-156,Majestrino,TENS,Tension,7,,"There is a persistent sense of muscular tightness in the vocal tract, with the voice sounding strained and constricted throughout.",3,"A faint acoustic 'edge' or mild muscular squeeze becomes audible, indicating a subtle tightening of the neck or jaw muscles. This mild tension profile often suggests a speaker who is deeply concentrating, slightly annoyed, or operating under minor psychological stress. The voice loses a fraction of its natural warmth due to this slight physical constriction.",fits,0,,0,,2,36936
a3-audit-1,voiceclap-a3-audit,rater_2,2,A3-109,LAION-Got-Talent,S_RANT,Ranting/Angry Style,7,3,"The delivery is highly energetic and fast-paced, resembling a rapid venting session with a continuous, rhythmic flow that effectively releases pent-up tension.",1,"The speech is completely calm, highly rational, and deeply polite, featuring a speaker distinctly stating a clear disagreement without allowing any aggressive emotion to leak into the audio. The vocal tone remains highly flat, completely objective, and entirely devoid of any raised volume, sharp transients, or highly heated rhythmic momentum. The delivery is completely controlled, highly professional, and entirely un-angry.",partial,0,,0,,1,36612
a3-audit-1,voiceclap-a3-audit,rater_2,3,A3-284,Multilingual-Wild,HARM,Harmonicity,7,3,"The voice maintains a clear and stable pitch throughout, with a natural and consistent harmonic structure.",3,"The signal achieves the standard, healthy ratio of periodic tone to aperiodic noise characteristic of normal human speaking voices. The fundamental pitch is solid and highly clear, acting as the primary acoustic carrier while only a negligible, natural amount of breath noise escapes. The vocal fold closure is biologically balanced and perfectly functional.",partial,0,,0,,1,32408
a3-audit-1,voiceclap-a3-audit,rater_2,4,A3-115,LAION-Got-Talent,AGEV,Voice Age,7,4,"The vocal characteristics suggest a speaker in her late twenties to early thirties, with a fully mature but still agile vocal tract.",4,"The acoustic signature reflects a fully developed, mature adult, characterized by a highly settled, grounded, and authoritative resonant weight. The vocal folds exhibit a very slight, natural thickening, which adds a warm, robust low-mid frequency presence to the audio. The overall physical support is incredibly stable, projecting a commanding and complete spectral profile.",fits,0,,0,,1,38692
a3-audit-1,voiceclap-a3-audit,rater_2,5,A3-266,Multilingual-Wild,CHNK,Chunking,7,,"The speaker groups words into short, controlled phrases with brief, intentional pauses between them.",3,"The speech is grouped into natural, medium-length sentence-sized clauses that align perfectly with standard human breath cycles. Pauses occur naturally at grammatical boundaries, creating an easy-to-follow, balanced conversational rhythm. The respiratory management and acoustic spacing feel completely unremarkable and organically structured.",partial,0,,0,,1,21238
a3-audit-1,voiceclap-a3-audit,rater_2,6,A3-218,Majestrino,R_CHST,Chest Resonance,7,4,"The voice carries a deep, resonant warmth that vibrates strongly in the chest, giving it a grounded and full-bodied quality.",2,"The voice utilizes a standard, lighter speaking resonance where the chest is only mildly participating in the overall acoustic output. The sound is predominantly centered in the mouth, offering just enough low-mid frequency support to sound functionally human without projecting heavy warmth. It is a highly common, slightly physically detached conversational tone.",partial,0,,0,,1,15914
a3-audit-1,voiceclap-a3-audit,rater_2,7,A3-285,Multilingual-Wild,VALS,Valence Shift,7,3,"The emotional tone remains neutral and informative from start to finish, with no noticeable change in valence.",6,"The emotional arc executes an extreme, completely euphoric redemption, rapidly launching the speaker from deep despair into absolute, manic joy. The psychological state violently swings from highly negative to totally ecstatic in a single, massive, and highly explosive acoustic trajectory. The audio captures a burst of highly overwhelming, completely unexpected emotional delight.",no,0,,0,,1,30502
a3-audit-1,voiceclap-a3-audit,rater_2,8,A3-212,Majestrino,DFLU,Disfluency,7,0,"There are no fillers, hesitations, or self-corrections, resulting in a perfectly smooth and uninterrupted flow.",1,"The delivery is highly polished and professional, containing perhaps only a single, negligible micro-hesitation in a long stream of speech. The linguistic output is exceptionally clean, indicating a highly prepared and focused speaker. There is almost no acoustic junk interrupting the primary message.",fits,0,,0,,1,21732
a3-audit-1,voiceclap-a3-audit,rater_2,9,A3-260,Multilingual-Wild,STNC,Stance,7,5,"The delivery is forceful and commanding, with a loud, projected voice that dominates the acoustic space, leaving no room for the listener to respond.",2,"The speaker adopts a highly cooperative, friendly, and open tone that actively invites back-and-forth exchange. The acoustic markers suggest a balanced, polite awareness of a conversational partner, utilizing warm intonation to share the space. It is an inviting, egalitarian vocal stance.",partial,0,,0,,1,31708
a3-audit-1,voiceclap-a3-audit,rater_2,10,A3-160,Majestrino,S_CART,Cartoonish Style,7,,"The voice is a highly exaggerated, cartoonish caricature with impossible pitch jumps, percussive pops, and piercing whistles that defy human vocal limits.",2,"The acoustic profile features a highly slight, distinctly noticeable 'put-on' character voice, perfectly mimicking a person casually performing a mild impression at a highly relaxed party. The speaker slightly alters their natural pitch or resonance, but the overall delivery remains heavily grounded in normal human physics and completely recognizable as an amateur attempt. The voice is slightly altered but deeply human.",partial,0,,0,,1,21533
a3-audit-1,voiceclap-a3-audit,rater_2,11,A3-299,Multilingual-Wild,S_MONO,Monologue Style,7,0,"The speaker is engaged in a dialogue, responding to the other person and showing active interaction rather than speaking in isolation.",3,"The vocal delivery perfectly embodies the highly intimate, completely honest, and deeply unperformative tone of a person quietly reading a highly personal diary entry aloud. The speaker utilizes a highly soft, deeply vulnerable acoustic placement that completely strips away all social masks and formal projection. The audio is incredibly raw, highly private, and completely unconcerned with entertaining an external audience.",fits,0,,0,,1,23423
a3-audit-1,voiceclap-a3-audit,rater_2,12,A3-208,Majestrino,S_DRAM,Dramatic Style,7,0,"The delivery is completely flat and devoid of any emotional expression, sounding like a person reading a list of facts without any engagement.",1,"The acoustic signal captures distinctly bad, highly flat acting where the speaker is mechanically reading the lines without genuinely feeling or projecting the underlying emotion. The vocal tone is highly wooden, deeply unconvincing, and completely fails to physically elevate the semantic meaning of the text. The dramatic attempt is highly visible but completely acoustically unsuccessful.",fits,0,,0,,1,34880
a3-audit-1,voiceclap-a3-audit,rater_2,13,A3-050,EMOLIA-BAL,TENS,Tension,7,3,"There is a faint but perceptible tension in the vocal tract, giving the voice a slightly constricted and strained quality.",2,"The voice utilizes standard, neutral conversational muscle tone, applying just enough physical firmness to clearly articulate without squeezing the vocal tract. There is no distracting or uncomfortable physical tension audible in the acoustic signal. The throat remains appropriately relaxed but functionally active.",fits,0,,0,,1,15883
a3-audit-1,voiceclap-a3-audit,rater_2,14,A3-C03,LAION-Got-Talent,S_CART,Cartoonish Style,7,6,"The speech transforms into a complex, impossible sound effect with violent pops, piercing whistles, and extreme vocal manipulation.",3,"The speech perfectly embodies a highly distinctive, deeply animated sitcom character voice that is entirely unique but still strictly bound by the acoustic physics of the human vocal tract. The speaker utilizes highly consistent, distinctly stylized vowel shapes or a highly specific, deeply recognizable pitch placement that instantly defines the character's persona. The delivery is highly professional, deeply colorful, and functionally grounded.",partial,0,,1,reject,1,23787
a3-audit-1,voiceclap-a3-audit,rater_2,15,A3-234,Multilingual-Wild,S_CONV,Conversational Style,7,0,"The delivery is a rigid, aggressive monologue with no gaps for response, resembling a wall of sound.",2,"The acoustic output strongly resembles a theatrical soliloquy; the speaker is clearly thinking out loud, but is completely unconcerned with whether another person is actually listening. The intonation is highly internal and slightly wandering, lacking the sharp, outward-facing projection required to actively engage a conversational partner. The audio feels highly personal but distinctly disconnected.",no,0,,0,,2,34162
a3-audit-1,voiceclap-a3-audit,rater_2,16,A3-002,EMOLIA-BAL,S_MONO,Monologue Style,7,2,"The monologue is introspective and detached, with a tone that suggests the speaker is thinking aloud without concern for the listener's immediate understanding.",2,"The acoustic profile captures a highly casual, completely unstructured moment of a person simply thinking out loud or gently reflecting while actively working on a physical task. The speaker's volume is slightly lowered, and the vocal tone is highly wandering, indicating that they are technically speaking to themselves but without any deep, highly emotional introspection. The delivery is highly natural, deeply mundane, and completely un-dramatic.",fits,0,,0,,1,43785
a3-audit-1,voiceclap-a3-audit,rater_2,17,A3-191,Majestrino,VFLX,Velocity Flux,7,3,"The pace of the speech remains steady and consistent throughout, with no noticeable acceleration or deceleration.",2,"The temporal dynamics exhibit a subtle, natural easing of the tempo, starting slightly faster than normal and gently braking to a slightly slower pace by the end. This mild deceleration functions as a deliberate, comfortable cadence, carefully reducing momentum from about 1.1x to 0.9x normal speed. The slowdown is controlled and rhythmically satisfying, like a speaker naturally winding down a thought.",partial,0,,0,,2,39855
a3-audit-1,voiceclap-a3-audit,rater_2,18,A3-017,EMOLIA-BAL,AROU,Arousal,7,,"The arousal level remains extremely high, with a fast, energetic pace and dynamic vocal intensity that conveys urgency and enthusiasm.",4,"The physiological activation is clearly elevated, driving the vocal apparatus with an energized, slightly urgent physical momentum. A perceptible 'hum' of high alertness buzzes through the audio, making the speech sound highly insistent, excited, or mildly anxious. The acoustic transients hit with noticeable, fast-paced physical force.",fits,0,,0,,1,24101
a3-audit-1,voiceclap-a3-audit,rater_2,19,A3-222,Majestrino,ROUG,Roughness,7,2,"The vocal texture is smooth and even, without any noticeable roughness or vocal fry.",2,"The voice features the standard, healthy level of organic texture typical of everyday human speech and natural biology. A slight, highly natural acoustic 'bite' prevents the tone from sounding synthetic, rooting the vocal production in grounded human reality. There is no distracting grit, fry, or harshness present in the highly stable signal.",fits,0,,0,,2,77599
a3-audit-1,voiceclap-a3-audit,rater_2,20,A3-032,EMOLIA-BAL,R_NASL,Nasal Resonance,7,3,"There is a noticeable nasal coloring in the voice, making it sound higher and thinner than typical.",2,"A highly slight, highly natural acoustic 'twang' subtly colors the voice, introducing a gentle brightness commonly found in American Midwest or Australian dialects. This minor nasal involvement adds a distinct, highly recognizable character to the vowels without compromising the overall clarity or warmth of the speech. The resonance remains deeply functional and culturally standard.",fits,0,,0,,1,20267
a3-audit-1,voiceclap-a3-audit,rater_2,21,A3-162,Majestrino,CHNK,Chunking,7,3,"Phrases are grouped into natural, conversational units with brief, regular pauses between them.",3,"The speech is grouped into natural, medium-length sentence-sized clauses that align perfectly with standard human breath cycles. Pauses occur naturally at grammatical boundaries, creating an easy-to-follow, balanced conversational rhythm. The respiratory management and acoustic spacing feel completely unremarkable and organically structured.",fits,0,,0,,1,19737
a3-audit-1,voiceclap-a3-audit,rater_2,22,A3-276,Multilingual-Wild,DARC,Dynamic Arc,7,,"The volume starts at a normal level and then drops to a soft, quiet whisper.",1,"The speech vector is characterized by a clear, incredibly steady, and highly pronounced diminuendo that drops the volume drastically across the clip. The speaker sounds exactly as if they are rapidly losing all conviction or physically backing away from the microphone mid-sentence. The dynamic envelope heavily deflates, bleeding massive acoustic energy continuously.",fits,0,,0,,1,24525
a3-audit-1,voiceclap-a3-audit,rater_2,23,A3-025,EMOLIA-BAL,BRGT,Brightness,7,6,"The voice has a harsh, piercing quality with prominent high-frequency energy that feels abrasive and painful to the ears.",5,"Treble frequencies are heavily emphasized, adding a brilliant, airy shimmer to the absolute top of the vocal spectrum. The voice sits extremely forward in the mix, characterized by highly pronounced sibilance and a sparkling, ultra-clear acoustic sheen. The continuous high-frequency excitation creates a dazzling, though potentially fatiguing, listening experience.",fits,0,,0,,1,23050
a3-audit-1,voiceclap-a3-audit,rater_2,24,A3-263,Multilingual-Wild,R_ORAL,Oral Resonance,7,3,"The articulation is clear and well-placed, with the mouth serving as the primary resonating chamber.",2,"The resonance is mostly oral but is heavily colored and distinctly influenced by competing nasal twang or heavy chest tones. While the speaker is clearly using their mouth to shape the vowels, the acoustic center of gravity is audibly split, preventing a perfectly clean, neutral delivery. The resulting sound is functional but acoustically impure.",fits,0,,0,,1,15452
a3-audit-1,voiceclap-a3-audit,rater_2,25,A3-128,LAION-Got-Talent,EMPH,Emphasis,7,,"Key words are sharply emphasized with sudden increases in volume and pitch, creating a forceful and confrontational delivery.",5,"Content words are punched with aggressive, intense energy that aggressively forces the listener's attention to specific points. The emphasis pattern is highly percussive, utilizing sharp, forceful bursts of volume to highlight critical concepts. It is a commanding, highly active dynamic structure that bites through the audio mix.",fits,0,,0,,1,18804
a3-audit-1,voiceclap-a3-audit,rater_2,26,A3-003,EMOLIA-BAL,S_CONV,Conversational Style,7,3,"The delivery is highly interactive, with frequent micro-gaps and intonation lifts that invite listener feedback.",4,"The vocal style is incredibly engaged and highly social, heavily utilizing distinct 'active listening' markers such as a deep smile in the voice and highly inviting, rising pitch contours. The speaker is highly focused on maintaining a strong, deeply warm interpersonal connection, actively pulling the listener into the acoustic momentum of the story. The audio is highly vibrant and deeply collaborative.",fits,0,,0,,1,19259
a3-audit-1,voiceclap-a3-audit,rater_2,27,A3-192,Majestrino,FULL,Fullness,7,,"The sound is full and rich, with a balanced spectral footprint that fills the acoustic space without feeling overwhelming.",4,"The vocal signal is incredibly rich and highly wide, spreading out across a broad frequency spectrum to create a highly expensive acoustic texture. It possesses a strong, thick physical body that feels highly present and structurally robust in the audio mix. The resulting sound wave occupies a massive amount of highly pleasing sonic territory.",fits,0,,0,,1,22177
a3-audit-1,voiceclap-a3-audit,rater_2,28,A3-029,EMOLIA-BAL,S_MONO,Monologue Style,7,0,"The speech is directed at an implied listener, with no indication of a monologue or internal thought being expressed aloud.",3,"The vocal delivery perfectly embodies the highly intimate, completely honest, and deeply unperformative tone of a person quietly reading a highly personal diary entry aloud. The speaker utilizes a highly soft, deeply vulnerable acoustic placement that completely strips away all social masks and formal projection. The audio is incredibly raw, highly private, and completely unconcerned with entertaining an external audience.",fits,0,,0,,1,29547
a3-audit-1,voiceclap-a3-audit,rater_2,29,A3-219,Majestrino,R_NASL,Nasal Resonance,7,3,"There is a distinct nasal coloring to the voice, making it sound higher and thinner than typical, with a slightly pinched quality.",5,"The nasal resonance is intensely unpleasant and highly piercing, heavily dominating the acoustic spectrum with a deeply complaining, aggressively nagging tone. The sound wave is violently squeezed into the upper nasal cavity, completely stripping away any soothing low-mid frequencies and replacing them with a harsh, highly irritating buzz. The voice is physically exhausting to listen to.",fits,0,,0,,1,31453
a3-audit-1,voiceclap-a3-audit,rater_2,30,A3-041,EMOLIA-BAL,S_NEWS,Newsreader Style,7,1,"The speech lacks any urgency or projection, sounding like a casual, unstructured monologue with no broadcast energy.",2,"The acoustic profile captures the highly opinionated, distinctly loose, and slightly aggressive delivery typical of a modern YouTube commentator or amateur blogger. The speaker is highly energetic and completely legible, but heavily relies on a highly subjective, deeply informal vocal tone that entirely lacks traditional broadcast neutrality. The speech is highly engaging but strictly amateur in its journalistic posture.",partial,0,,0,,1,40520
a3-audit-1,voiceclap-a3-audit,rater_2,31,A3-169,Majestrino,STRU,Structure,7,,"The delivery lacks any logical progression or organization, consisting of a disjointed sequence of unrelated utterances without clear thematic or syntactic coherence.",2,"The audio features a very loose, rambling structure where a main idea is heavily buried under layers of irrelevant tangents and side-thoughts. The delivery sounds like an unorganized, wandering stream-of-consciousness that struggles to reach an acoustic destination. The flow is meandering, lacking clear boundaries or logical guideposts.",fits,0,,0,,1,18857
a3-audit-1,voiceclap-a3-audit,rater_2,32,A3-001,EMOLIA-BAL,R_NASL,Nasal Resonance,7,3,"There is a noticeable nasal coloring to the voice, making it sound slightly higher and thinner than typical, with a pinched, cartoonish quality.",5,"The nasal resonance is intensely unpleasant and highly piercing, heavily dominating the acoustic spectrum with a deeply complaining, aggressively nagging tone. The sound wave is violently squeezed into the upper nasal cavity, completely stripping away any soothing low-mid frequencies and replacing them with a harsh, highly irritating buzz. The voice is physically exhausting to listen to.",fits,0,,0,,1,17247
a3-audit-1,voiceclap-a3-audit,rater_2,33,A3-251,Multilingual-Wild,CLRT,Articulation Clarity,7,4,"Each word is clearly enunciated, with sharp consonants and distinct vowel sounds that make the message easy to follow.",3,"The audio exhibits a neutral, standard level of articulation perfectly suited for everyday, clear acoustic communication. Words are easily separable with well-defined vowel shapes and appropriately struck consonants. The speaker puts in just enough mechanical effort to be naturally understood without sounding overly precise.",fits,0,,0,,1,26394
a3-audit-1,voiceclap-a3-audit,rater_2,34,A3-059,EMOLIA-BAL,AROU,Arousal,7,4,"The energy level remains high and engaged throughout, with a dynamic, impassioned delivery that conveys urgency and personal investment.",4,"The physiological activation is clearly elevated, driving the vocal apparatus with an energized, slightly urgent physical momentum. A perceptible 'hum' of high alertness buzzes through the audio, making the speech sound highly insistent, excited, or mildly anxious. The acoustic transients hit with noticeable, fast-paced physical force.",fits,0,,0,,1,13275
